,OBJECTID,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,STRZUSTAND,source_file,UIDENTSTLAE
205201,205202,5,5,15,0,2020,4,14,6,3,0,6,0,1,1,0,0,0,0,"405266,636300000360000","5758835,100999999800000",7.620888615000069,51.97211653100004,0,Unfallorte2020_LinRef.csv,5.200403702100968e+18
205205,205206,5,5,15,0,2020,3,9,3,2,0,1,0,1,0,0,0,0,0,"405790,542000000370000","5755014,978000000100000",7.629560604000062,51.93786859700003,2,Unfallorte2020_LinRef.csv,5.200331702100897e+18
205273,205274,5,5,15,0,2020,4,16,7,3,5,3,0,1,1,0,0,0,0,"404612,572100000460000","5754278,694900000500000",7.612634551000042,51.93104989200003,0,Unfallorte2020_LinRef.csv,5.200411702100876e+18
205343,205344,5,5,15,0,2020,4,17,4,2,0,7,0,1,1,0,0,0,0,"404658,258100000210000","5757228,548100000200000",7.612480798000036,51.95757220000007,0,Unfallorte2020_LinRef.csv,5.200408702100162e+18
205589,205590,5,5,15,0,2020,4,15,5,3,5,2,0,1,1,0,0,0,0,"405321,150500000450000","5760414,911000000300000",7.621246038000038,51.986325762000035,0,Unfallorte2020_LinRef.csv,5.200416702100372e+18
205648,205649,5,5,15,0,2020,4,16,6,3,3,6,0,1,1,0,0,0,0,"404729,544999999930000","5754310,873999999800000",7.614326419000065,51.93135916600005,0,Unfallorte2020_LinRef.csv,5.200417702100461e+18
205661,205662,5,5,15,0,2020,4,12,7,3,5,3,0,1,0,0,0,0,0,"409105,447599999610000","5753893,661900000600000",7.678063770000051,51.92834082600007,0,Unfallorte2020_LinRef.csv,5.200418702100943e+18
205672,205673,5,5,15,0,2020,4,15,4,2,0,7,0,1,0,0,0,0,0,"410092,052699999880000","5761668,943000000000000",7.690372964000062,51.998390474000075,0,Unfallorte2020_LinRef.csv,5.200415702100758e+18
205683,205684,5,5,15,0,2020,4,17,3,3,4,6,0,0,1,0,0,0,1,"405520,558000000190000","5755518,682000000000000",7.625496054000053,51.94235034600007,0,Unfallorte2020_LinRef.csv,5.20041470210051e+18
205689,205690,5,5,15,0,2020,4,12,3,2,0,6,0,0,1,0,0,0,1,"409096,142099999820000","5756981,664100000600000",7.677112092000073,51.95609627700003,0,Unfallorte2020_LinRef.csv,5.200414702100261e+18
205694,205695,5,5,15,0,2020,4,16,5,3,0,7,0,1,0,1,0,0,0,"398487,422799999830000","5753505,676599999900000",7.523806119000028,51.92301853300006,0,Unfallorte2020_LinRef.csv,5.200416702100612e+18
205727,205728,5,5,15,0,2020,4,10,5,2,5,2,0,1,0,0,0,0,0,"405836,094100000340000","5757566,994400000200000",7.62952387100006,51.96081501300006,0,Unfallorte2020_LinRef.csv,5.20042370210098e+18
205876,205877,5,5,15,0,2020,4,19,4,3,7,5,0,1,1,0,0,0,0,"406015,832000000400000","5759046,509999999800000",7.63173400900007,51.97414396600004,0,Unfallorte2020_LinRef.csv,5.200422702100314e+18
205885,205886,5,5,15,0,2020,4,7,2,2,5,3,0,1,1,0,0,0,0,"406498,787100000310000","5751367,774700000900000",7.640850680000028,51.90520500500003,0,Unfallorte2020_LinRef.csv,5.200420702100732e+18
205967,205968,5,5,15,0,2020,4,16,1,3,0,7,0,1,0,0,0,0,0,"407870,469600000420000","5749964,438200000700000",7.66115882400004,51.89281942700006,0,Unfallorte2020_LinRef.csv,5.20041970210071e+18
205995,205996,5,5,15,0,2020,4,11,3,2,0,1,0,1,0,0,0,0,0,"406201,142599999900000","5756163,504300000100000",7.635218343000076,51.94826148300007,0,Unfallorte2020_LinRef.csv,5.200428702100072e+18
206008,206009,5,5,15,0,2020,4,15,1,2,0,7,0,1,0,0,0,0,0,"408937,961600000040000","5754738,364399999400000",7.675405046000037,51.93590619300005,0,Unfallorte2020_LinRef.csv,5.200426702100165e+18
206011,206012,5,5,15,0,2020,4,22,6,2,6,7,2,0,0,1,0,0,1,"406769,012900000440000","5761512,924900000900000",7.642025413000056,51.99644009200006,0,Unfallorte2020_LinRef.csv,5.200424702100666e+18
206017,206018,5,5,15,0,2020,4,13,6,3,5,3,0,1,0,0,0,0,1,"406209,710900000300000","5757438,474700000100000",7.634994969000047,51.95972296900004,0,Unfallorte2020_LinRef.csv,5.20042470210007e+18
206100,206101,5,5,15,0,2020,4,11,3,3,0,1,0,0,0,0,1,0,0,"408642,927299999630000","5756299,679700000200000",7.67069986000007,51.949891914000034,0,Unfallorte2020_LinRef.csv,5.200428702100254e+18
206119,206120,5,5,15,0,2020,4,5,2,3,0,7,2,0,0,1,0,0,1,"406747,803199999970000","5761486,283900000200000",7.641723821000028,51.99619707000005,0,Unfallorte2020_LinRef.csv,5.200427702100165e+18
206212,206213,5,5,15,0,2020,4,16,7,3,0,7,0,1,0,1,0,0,0,"404106,958499999720000","5748567,785499999300000",7.606872228000043,51.87963084000006,0,Unfallorte2020_LinRef.csv,5.200425702100966e+18
206328,206329,5,5,15,0,2020,4,22,4,2,9,1,2,0,1,0,0,0,0,"406275,001899999570000","5762580,441199999300000",7.634540022000067,52.00595219400003,0,Unfallorte2020_LinRef.csv,5.200429702100862e+18
206455,206456,5,5,15,0,2020,4,17,5,3,7,7,0,1,0,0,0,0,0,"404312,907399999910000","5760308,656800000000000",7.606597883000063,51.98519795300007,0,Unfallorte2020_LinRef.csv,5.200430702100564e+18
206567,206568,5,5,15,0,2020,5,11,5,3,2,6,0,1,1,0,0,0,0,"407171,656000000420000","5757931,798000000400000",7.648857361000069,51.96431864600004,0,Unfallorte2020_LinRef.csv,5.20050770210034e+18
206599,206600,5,5,15,0,2020,5,17,6,3,5,5,0,1,1,0,0,0,0,"398743,306400000120000","5752877,177400000400000",7.527710685000045,51.91741611000003,0,Unfallorte2020_LinRef.csv,5.200508702100762e+18
206649,206650,5,5,15,0,2020,5,15,4,3,7,4,0,0,1,1,0,0,0,"405802,843100000170000","5757390,962999999500000",7.629088354000032,51.95922713200008,0,Unfallorte2020_LinRef.csv,5.20050670210007e+18
206653,206654,5,5,15,0,2020,5,9,3,3,5,3,0,1,1,0,0,0,0,"403941,831000000240000","5758259,220000000700000",7.60176963300006,51.96671292700006,0,Unfallorte2020_LinRef.csv,5.200505702100497e+18
206659,206660,5,5,15,0,2020,5,13,3,2,0,7,0,0,0,1,0,1,0,"407435,723799999800000","5758332,584599999700000",7.652591750000056,51.96796515700004,0,Unfallorte2020_LinRef.csv,5.20050570210027e+18
206670,206671,5,5,15,0,2020,5,15,6,3,1,5,0,1,1,0,0,0,0,"406747,324900000360000","5761485,683000000200000",7.641717019000055,51.996191588000045,0,Unfallorte2020_LinRef.csv,5.200508702100369e+18
206675,206676,5,5,15,0,2020,5,14,5,3,5,3,0,1,1,0,0,0,0,"409635,262099999930000","5752374,332699999200000",7.686165804000041,51.91477027600007,0,Unfallorte2020_LinRef.csv,5.200507702100673e+18
206708,206709,5,5,15,0,2020,5,19,6,3,1,5,0,0,1,1,0,0,0,"404112,109699999910000","5756155,250000000000000",7.604834665000055,51.94783109700006,0,Unfallorte2020_LinRef.csv,5.200508702100771e+18
206756,206757,5,5,15,0,2020,5,7,6,3,5,2,0,1,1,0,0,0,0,"407988,817900000140000","5754725,740100000100000",7.661606160000076,51.93563659300003,0,Unfallorte2020_LinRef.csv,5.200508702100743e+18
206951,206952,5,5,15,0,2020,5,16,4,3,5,2,0,0,1,0,0,0,0,"406370,705799999650000","5751595,165599999900000",7.638927648000049,51.907227411000065,0,Unfallorte2020_LinRef.csv,5.200513702100985e+18
206954,206955,5,5,15,0,2020,5,8,4,3,0,2,0,1,1,0,0,0,0,"400322,383999999610000","5761387,291999999400000",7.548193821000041,51.994191124000054,0,Unfallorte2020_LinRef.csv,5.200513702100937e+18
206965,206966,5,5,15,0,2020,5,8,1,3,1,5,0,1,1,0,0,0,0,"407783,890200000260000","5757813,782600000500000",7.657797640000069,51.96335975400007,0,Unfallorte2020_LinRef.csv,5.20051070210025e+18
207009,207010,5,5,15,0,2020,5,20,7,3,5,2,0,0,1,0,0,0,0,"407447,519000000320000","5757313,107899999200000",7.653038141000025,51.958803526000054,0,Unfallorte2020_LinRef.csv,5.200509702100792e+18
207010,207011,5,5,15,0,2020,5,14,7,3,0,7,0,0,1,0,1,0,0,"405145,444799999710000","5754985,924599999600000",7.62018749300006,51.937497860000065,0,Unfallorte2020_LinRef.csv,5.200509702100072e+18
207062,207063,5,5,15,0,2020,5,16,2,2,3,3,0,1,0,0,0,0,1,"405618,123599999580000","5757237,021099999500000",7.626443141000038,51.95781211100007,0,Unfallorte2020_LinRef.csv,5.200518702100268e+18
207068,207069,5,5,15,0,2020,5,10,6,3,6,7,0,0,1,1,0,0,0,"403531,927500000220000","5757673,963800000000000",7.595969381000032,51.96138147800008,0,Unfallorte2020_LinRef.csv,5.200515702100378e+18
207074,207075,5,5,15,0,2020,5,14,6,3,5,3,0,1,0,0,0,0,0,"405901,031999999660000","5757240,263000000300000",7.630558198000074,51.95788919800003,0,Unfallorte2020_LinRef.csv,5.200515702100062e+18
207164,207165,5,5,15,0,2020,5,14,2,3,5,3,0,1,1,0,0,0,0,"408532,046000000090000","5753973,948999999100000",7.669705513000054,51.92896857000005,0,Unfallorte2020_LinRef.csv,5.200518702100645e+18
207212,207213,5,5,15,0,2020,5,7,2,3,3,2,0,1,1,0,0,0,0,"407294,122999999670000","5756461,954900000200000",7.651036013000066,51.95112735500004,0,Unfallorte2020_LinRef.csv,5.200518702100089e+18
207326,207327,5,5,15,0,2020,5,10,7,3,9,1,0,0,0,0,0,0,1,"403795,576899999750000","5749363,712400000500000",7.602128022000045,51.886731361000045,0,Unfallorte2020_LinRef.csv,5.20052370210097e+18
207362,207363,5,5,15,0,2020,5,13,7,3,1,7,0,1,1,0,0,0,0,"405226,597000000070000","5756545,084000000700000",7.620937815000048,51.95152609500008,0,Unfallorte2020_LinRef.csv,5.200523702100425e+18
207368,207369,5,5,15,0,2020,5,12,1,3,5,3,0,1,1,0,0,0,0,"406195,159900000320000","5752282,602199999600000",7.636189358000024,51.91337693400004,0,Unfallorte2020_LinRef.csv,5.200524702100463e+18
207486,207487,5,5,15,0,2020,5,14,3,3,6,7,0,0,1,1,0,0,0,"408979,779699999840000","5762683,698300000300000",7.673906349000049,52.007330428000046,0,Unfallorte2020_LinRef.csv,5.20051970210096e+18
207488,207489,5,5,15,0,2020,5,13,3,3,0,6,0,1,1,0,0,0,0,"405192,524500000290000","5759645,565899999800000",7.619586147000064,51.979388663000066,0,Unfallorte2020_LinRef.csv,5.200519702100787e+18
207490,207491,5,5,15,0,2020,5,14,3,3,5,7,0,1,0,0,1,0,0,"411482,326000000350000","5761478,928999999500000",7.710667602000058,51.99690588000004,0,Unfallorte2020_LinRef.csv,5.200519702100566e+18
207495,207496,5,5,15,0,2020,5,17,3,3,0,2,0,1,1,0,0,0,0,"406042,438500000160000","5756997,988500000900000",7.632681741000056,51.955735435000065,0,Unfallorte2020_LinRef.csv,5.200519702100069e+18
207504,207505,5,5,15,0,2020,5,14,4,3,0,7,0,1,0,1,0,0,0,"406195,050300000240000","5757031,426500000100000",7.634892814000068,51.956061756000054,0,Unfallorte2020_LinRef.csv,5.200520702100444e+18
207602,207603,5,5,15,0,2020,5,13,2,3,5,3,0,1,1,0,0,0,0,"404397,351300000210000","5759053,811599999700000",7.608176818000061,51.973933524000074,0,Unfallorte2020_LinRef.csv,5.20052570210067e+18
207611,207612,5,5,15,0,2020,5,11,2,3,3,6,0,1,1,0,0,0,0,"403795,336600000040000","5757413,120999999300000",7.599874948000036,51.95908257800005,0,Unfallorte2020_LinRef.csv,5.200525702100066e+18
207625,207626,5,5,15,0,2020,5,7,4,3,6,2,0,0,0,1,1,0,0,"408027,599000000390000","5753054,017000000900000",7.662616888000059,51.92061652600006,0,Unfallorte2020_LinRef.csv,5.200527702100668e+18
207834,207835,5,5,15,0,2020,5,11,7,3,0,6,0,1,0,0,0,0,0,"404889,768000000160000","5757235,598899999600000",7.615846972000043,51.957675222000034,0,Unfallorte2020_LinRef.csv,5.200530702100062e+18
207918,207919,5,5,15,0,2020,5,17,5,3,5,2,0,1,1,0,0,0,0,"404403,814899999650000","5755372,511800000400000",7.609295252000038,51.940845747000026,0,Unfallorte2020_LinRef.csv,5.200528702100736e+18
207921,207922,5,5,15,0,2020,5,17,5,3,0,1,0,1,1,0,0,0,0,"405115,634100000370000","5755200,295199999600000",7.619694843000048,51.939419635000036,0,Unfallorte2020_LinRef.csv,5.200528702100353e+18
207932,207933,5,5,15,0,2020,5,18,1,3,5,3,0,0,1,0,0,0,0,"404650,895499999630000","5752740,419500000800000",7.613617883000075,51.91722976300008,0,Unfallorte2020_LinRef.csv,5.200531702100598e+18
207935,207936,5,5,15,0,2020,5,2,1,3,3,6,2,1,0,0,0,0,0,"403027,151999999770000","5758700,009400000800000",7.588335338000036,51.97051605100006,0,Unfallorte2020_LinRef.csv,5.200531702100473e+18
208124,208125,5,5,15,0,2020,6,19,4,3,5,3,0,0,1,0,0,0,0,"407042,531999999660000","5757868,790300000500000",7.646995546000028,51.96373072400007,0,Unfallorte2020_LinRef.csv,5.200603702100142e+18
208135,208136,5,5,15,0,2020,6,13,5,3,0,3,0,1,1,0,0,0,0,"399109,804899999870000","5757238,116800000900000",7.531758584000045,51.95667920400007,1,Unfallorte2020_LinRef.csv,5.200604702100268e+18
208197,208198,5,5,15,0,2020,6,11,2,3,5,2,0,1,1,0,0,0,0,"403795,305200000290000","5761083,619100000700000",7.598845544000028,51.99207413600004,0,Unfallorte2020_LinRef.csv,5.200601702100846e+18
208244,208245,5,5,15,0,2020,6,18,5,3,0,3,0,1,1,0,0,0,0,"408585,363800000400000","5753207,117799999200000",7.670684402000063,51.92208455100007,1,Unfallorte2020_LinRef.csv,5.200604702100668e+18
208322,208323,5,5,15,0,2020,6,18,1,3,1,1,0,1,1,0,0,0,0,"405644,282499999740000","5756079,591700000700000",7.627141520000066,51.94741305700006,0,Unfallorte2020_LinRef.csv,5.200607702100166e+18
208323,208324,5,5,15,0,2020,6,14,1,2,0,1,0,1,0,0,0,0,0,"408592,908400000070000","5756839,352199999600000",7.669828719000066,51.95473460000005,0,Unfallorte2020_LinRef.csv,5.20060770210008e+18
208357,208358,5,5,15,0,2020,6,15,2,2,1,1,0,1,1,0,0,0,0,"405387,783999999990000","5759291,460000000900000",7.622525907000068,51.97623910400006,1,Unfallorte2020_LinRef.csv,5.200608702100753e+18
208383,208384,5,5,15,0,2020,6,13,7,3,0,1,0,1,0,0,0,0,0,"405425,104700000030000","5758253,704900000200000",7.623355014000026,51.96691769500006,1,Unfallorte2020_LinRef.csv,5.200606702100665e+18
208384,208385,5,5,15,0,2020,6,19,7,3,1,6,0,1,1,0,0,0,0,"410054,630400000140000","5753325,186400000000000",7.69201298400003,51.92338514100004,0,Unfallorte2020_LinRef.csv,5.200606702100461e+18
208473,208474,5,5,15,0,2020,6,19,6,3,1,6,0,0,1,0,0,0,0,"405895,221599999820000","5755917,458399999900000",7.630835894000029,51.94599823600004,1,Unfallorte2020_LinRef.csv,5.200605702100964e+18
208563,208564,5,5,15,0,2020,6,8,4,3,0,2,0,1,1,0,0,0,0,"405436,608000000010000","5751217,391000000800000",7.625456706000023,51.90367399400003,1,Unfallorte2020_LinRef.csv,5.200610702100197e+18
208565,208566,5,5,15,0,2020,6,7,4,3,0,1,0,1,0,0,0,0,0,"406630,091099999850000","5758636,357300000300000",7.640785523000034,51.97056086600003,0,Unfallorte2020_LinRef.csv,5.200610702100066e+18
208640,208641,5,5,15,0,2020,6,11,6,3,5,2,0,0,0,0,1,0,1,"408358,163999999870000","5760779,912499999600000",7.665361604000054,51.99011593400007,0,Unfallorte2020_LinRef.csv,5.200612702100364e+18
208686,208687,5,5,15,0,2020,6,20,7,2,0,7,0,0,0,0,1,0,0,"404893,961299999620000","5759810,089299999200000",7.615194777000056,51.980816434000076,0,Unfallorte2020_LinRef.csv,5.200613702100014e+18
208694,208695,5,5,15,0,2020,6,17,6,3,1,2,0,0,1,0,0,0,1,"406668,088700000200000","5751449,532199999300000",7.643288787000074,51.905968278000046,0,Unfallorte2020_LinRef.csv,5.200612702100281e+18
208751,208752,5,5,15,0,2020,6,14,6,3,0,2,0,1,1,0,0,0,0,"405967,692300000230000","5757182,086799999700000",7.631543944000043,51.957377561000044,0,Unfallorte2020_LinRef.csv,5.20061270210084e+18
208795,208796,5,5,15,0,2020,6,12,7,3,9,1,0,1,1,0,0,0,0,"404192,587799999860000","5761636,396400000900000",7.604475339000032,51.99711134100005,0,Unfallorte2020_LinRef.csv,5.200613702100074e+18
208802,208803,5,5,15,0,2020,6,19,6,3,0,4,0,1,0,1,0,0,0,"406135,716000000010000","5757123,527000000700000",7.634004448000042,51.95687958600007,0,Unfallorte2020_LinRef.csv,5.20061270210034e+18
208902,208903,5,5,15,0,2020,6,16,3,3,5,7,0,1,1,0,0,0,0,"406904,562400000170000","5761551,865199999900000",7.643988612000044,51.99681284700006,0,Unfallorte2020_LinRef.csv,5.200616702100566e+18
208903,208904,5,5,15,0,2020,6,7,3,3,2,6,0,0,1,0,0,0,0,"404662,276999999770000","5759742,419999999900000",7.611841178000077,51.98016849100003,0,Unfallorte2020_LinRef.csv,5.200616702100407e+18
208904,208905,5,5,15,0,2020,6,22,3,3,0,7,2,0,0,0,0,0,1,"407271,291199999860000","5761331,554099999400000",7.649388308000027,51.99489395200004,0,Unfallorte2020_LinRef.csv,5.200616702100043e+18
208943,208944,5,5,15,0,2020,6,9,4,3,0,3,0,1,0,0,0,0,1,"404738,126899999570000","5755653,516899999200000",7.614079333000063,51.94342887700003,1,Unfallorte2020_LinRef.csv,5.200617702100677e+18
208955,208956,5,5,15,0,2020,6,7,4,3,1,6,0,0,1,0,0,0,0,"407430,034400000240000","5757312,411900000600000",7.652783943000031,51.95879436000007,1,Unfallorte2020_LinRef.csv,5.200617702100575e+18
208976,208977,5,5,15,0,2020,6,16,4,3,0,6,0,0,0,0,1,0,0,"405926,373999999840000","5754217,292999999600000",7.631754043000058,51.930721591000065,1,Unfallorte2020_LinRef.csv,5.200617702100507e+18
208978,208979,5,5,15,0,2020,6,14,4,3,0,3,0,1,1,0,0,0,0,"406980,557699999770000","5757042,762199999800000",7.646317468000063,51.956295598000054,0,Unfallorte2020_LinRef.csv,5.200617702100087e+18
208996,208997,5,5,15,0,2020,6,8,4,3,8,7,0,1,0,0,0,0,0,"402574,984299999660000","5757576,802699999900000",7.582073835000074,51.96034130700008,1,Unfallorte2020_LinRef.csv,5.200617702100055e+18
209004,209005,5,5,15,0,2020,6,13,1,3,5,3,0,1,0,0,0,0,0,"407290,508399999700000","5757990,669199999400000",7.650570879000043,51.96486764400004,0,Unfallorte2020_LinRef.csv,5.200614702100766e+18
209041,209042,5,5,15,0,2020,6,17,2,3,4,3,0,1,1,0,0,0,0,"404511,028699999680000","5758929,519999999600000",7.609865833000072,51.972835892000035,0,Unfallorte2020_LinRef.csv,5.200615702100766e+18
209104,209105,5,5,15,0,2020,6,8,6,3,0,2,0,1,0,0,0,1,0,"402433,170900000260000","5758366,702400000800000",7.579786150000075,51.967416256000035,0,Unfallorte2020_LinRef.csv,5.200619702100068e+18
209144,209145,5,5,15,0,2020,6,16,1,3,5,3,0,1,1,0,0,0,0,"404653,086299999620000","5752739,702099999400000",7.613649925000061,51.91722369000007,0,Unfallorte2020_LinRef.csv,5.200621702100279e+18
209195,209196,5,5,15,0,2020,6,15,6,3,0,5,0,1,1,0,0,0,0,"407007,595599999650000","5759069,172100000100000",7.646162052000022,51.97451450600005,0,Unfallorte2020_LinRef.csv,5.200619702100072e+18
209253,209254,5,5,15,0,2020,6,2,1,3,5,3,2,0,1,0,0,0,0,"404684,754999999890000","5759085,980000000400000",7.612350699000047,51.974272033000034,0,Unfallorte2020_LinRef.csv,5.20062170210057e+18
209484,209485,5,5,15,0,2020,6,13,3,3,3,6,0,1,0,0,0,0,0,"412655,627100000160000","5753681,752900000700000",7.72973604200007,51.92700441200003,0,Unfallorte2020_LinRef.csv,5.200623702100787e+18
209486,209487,5,5,15,0,2020,6,19,3,3,3,2,0,1,0,0,0,0,0,"405884,440000000410000","5758352,781999999700000",7.63001193100007,51.96788620400008,0,Unfallorte2020_LinRef.csv,5.200623702100356e+18
209487,209488,5,5,15,0,2020,6,17,3,3,5,2,0,0,1,1,0,0,0,"407680,108599999920000","5756830,554999999700000",7.656551794000052,51.95450474100005,0,Unfallorte2020_LinRef.csv,5.200623702100187e+18
209489,209490,5,5,15,0,2020,6,9,3,3,4,2,0,1,1,0,0,0,0,"403955,734600000080000","5761492,941299999100000",7.601066657000047,51.99578100800005,0,Unfallorte2020_LinRef.csv,5.20062370210007e+18
209490,209491,5,5,15,0,2020,6,22,3,3,5,3,2,1,1,0,0,0,0,"403872,810999999750000","5761631,964099999500000",7.599820235000038,51.997016235000046,0,Unfallorte2020_LinRef.csv,5.200623702100064e+18
209629,209630,5,5,15,0,2020,6,11,7,3,0,5,0,0,0,1,0,0,1,"403976,591500000100000","5761461,306299999400000",7.60137921300003,51.995500271000026,0,Unfallorte2020_LinRef.csv,5.200627702100276e+18
209630,209631,5,5,15,0,2020,6,12,5,3,5,2,0,1,0,0,0,0,0,"405623,027200000360000","5757095,134899999900000",7.626553460000025,51.95653760700003,0,Unfallorte2020_LinRef.csv,5.200625702100342e+18
209667,209668,5,5,15,0,2020,6,11,6,3,5,7,0,0,1,0,1,0,0,"407210,084800000300000","5756893,933199999900000",7.649696893000055,51.95499619200007,0,Unfallorte2020_LinRef.csv,5.200626702100057e+18
209679,209680,5,5,15,0,2020,6,4,1,2,6,7,2,0,1,1,0,0,0,"406125,561999999920000","5758080,064799999800000",7.633595291000063,51.96547567300007,0,Unfallorte2020_LinRef.csv,5.20062870210027e+18
209732,209733,5,5,15,0,2020,6,16,7,3,1,5,0,1,1,0,0,0,0,"406922,228099999950000","5758069,752399999600000",7.645190571000057,51.96551694300007,0,Unfallorte2020_LinRef.csv,5.200627702100368e+18
209770,209771,5,5,15,0,2020,6,17,1,3,3,6,0,1,0,0,0,0,0,"405045,690700000150000","5758355,241000000400000",7.617805866000026,51.967765659000065,0,Unfallorte2020_LinRef.csv,5.200628702100668e+18
209772,209773,5,5,15,0,2020,6,15,6,3,1,3,0,1,1,0,0,0,0,"406197,686999999920000","5752281,045800000400000",7.636226512000064,51.91336337000007,0,Unfallorte2020_LinRef.csv,5.200626702100542e+18
209832,209833,5,5,15,0,2020,6,11,1,3,0,3,0,0,1,0,0,0,1,"405997,820700000040000","5757026,985700000100000",7.632024706000038,51.955988535000074,0,Unfallorte2020_LinRef.csv,5.200628702000088e+18
209834,209835,5,5,15,0,2020,6,17,7,3,5,2,0,1,1,0,0,0,0,"406331,104000000280000","5758856,544999999900000",7.636374322000052,51.972489705000044,0,Unfallorte2020_LinRef.csv,5.200627702100542e+18
209857,209858,5,5,15,0,2020,6,18,6,3,5,3,0,1,1,0,0,0,0,"405960,366999999620000","5754098,719200000200000",7.632280706000074,51.92966153500004,0,Unfallorte2020_LinRef.csv,5.200626702100589e+18
209931,209932,5,5,15,0,2020,7,17,4,3,0,1,0,1,0,0,0,0,0,"402926,125500000080000","5757505,629799999300000",7.587202785000045,51.959763002000045,1,Unfallorte2020_LinRef.csv,5.20070170210057e+18
209952,209953,5,5,15,0,2020,7,8,5,3,5,3,0,1,1,0,0,0,0,"404793,707999999630000","5761209,490499999400000",7.613347004000048,51.99337756300008,0,Unfallorte2020_LinRef.csv,5.200702702100364e+18
210016,210017,5,5,15,0,2020,6,14,2,3,5,3,0,1,1,0,0,0,0,"406685,840099999680000","5754911,224800000000000",7.642608443000029,51.93708686700006,0,Unfallorte2020_LinRef.csv,5.200629702100473e+18
210041,210042,5,5,15,0,2020,6,12,3,3,3,2,0,1,0,0,0,0,1,"404685,260999999940000","5759070,570699999100000",7.61236234200004,51.97413361500003,0,Unfallorte2020_LinRef.csv,5.200630702100779e+18
210044,210045,5,5,15,0,2020,6,7,3,3,3,3,0,1,1,0,0,0,0,"406391,589900000020000","5757885,994000000900000",7.637519220000058,51.96377613400006,0,Unfallorte2020_LinRef.csv,5.200630702100564e+18
210111,210112,5,5,15,0,2020,7,13,5,3,6,4,0,1,0,1,0,0,0,"406801,049899999980000","5757526,603800000600000",7.643574671000067,51.96061455200004,0,Unfallorte2020_LinRef.csv,5.200702702100566e+18
210159,210160,5,5,15,0,2020,7,17,7,3,6,4,0,0,1,1,0,0,0,"405048,992600000460000","5755096,916999999400000",7.618754239000054,51.93847905900003,0,Unfallorte2020_LinRef.csv,5.20070470210057e+18
210273,210274,5,5,15,0,2020,7,11,3,3,6,4,0,1,0,1,0,0,0,"405370,676799999550000","5759828,679600000400000",7.62212875900002,51.98106493000006,0,Unfallorte2020_LinRef.csv,5.200707702100168e+18
210339,210340,5,5,15,0,2020,7,15,6,3,0,3,0,1,1,0,0,0,0,"407647,283900000150000","5755381,528000000900000",7.65646358500004,51.941474620000065,0,Unfallorte2020_LinRef.csv,5.200703702100154e+18
210420,210421,5,5,15,0,2020,7,12,1,2,1,5,0,0,1,0,0,0,1,"403160,101499999870000","5757306,021800000200000",7.590663189000054,51.958009666000066,0,Unfallorte2020_LinRef.csv,5.20071270210008e+18
210510,210511,5,5,15,0,2020,7,7,6,3,5,3,0,1,1,0,0,0,0,"406657,388199999930000","5757655,911399999600000",7.641449301000023,51.961752732000036,0,Unfallorte2020_LinRef.csv,5.200710702100668e+18
210515,210516,5,5,15,0,2020,7,14,5,3,5,3,0,1,0,0,0,0,0,"406112,864000000060000","5757493,588999999700000",7.633570847000044,51.96020201700003,1,Unfallorte2020_LinRef.csv,5.200709702100068e+18
210527,210528,5,5,15,0,2020,7,0,1,2,0,1,2,1,0,0,0,0,0,"406359,180900000040000","5757815,270500000600000",7.637066932000039,51.96313498000006,0,Unfallorte2020_LinRef.csv,5.20071270210024e+18
210630,210631,5,5,15,0,2020,7,16,4,2,4,6,0,0,1,0,0,0,0,"403973,721599999820000","5752998,503799999100000",7.603702903000055,51.91943316900006,0,Unfallorte2020_LinRef.csv,5.200715702100469e+18
210697,210698,5,5,15,0,2020,7,16,5,3,5,3,0,1,0,0,0,0,0,"405902,458599999550000","5757239,038300000100000",7.630579289000025,51.95787843100004,0,Unfallorte2020_LinRef.csv,5.200716702100956e+18
210700,210701,5,5,15,0,2020,7,22,6,3,0,1,2,1,1,0,0,0,0,"404870,055999999870000","5758645,160299999600000",7.615169726000033,51.97034153200008,0,Unfallorte2020_LinRef.csv,5.200717702100066e+18
210785,210786,5,5,15,0,2020,7,4,3,3,0,1,2,1,0,0,0,0,0,"406600,432500000110000","5759082,433199999900000",7.640232524000055,51.97456542100008,0,Unfallorte2020_LinRef.csv,5.200714702100879e+18
210807,210808,5,5,15,0,2020,7,16,6,3,2,6,0,0,1,0,1,0,0,"406194,148099999870000","5757322,121099999200000",7.634800314000074,51.958674503000054,0,Unfallorte2020_LinRef.csv,5.20071770210037e+18
210878,210879,5,5,15,0,2020,7,17,4,3,5,2,0,1,1,0,0,0,0,"406937,717799999750000","5756955,725900000000000",7.645717796000042,51.95550610300006,0,Unfallorte2020_LinRef.csv,5.200715702100589e+18
210950,210951,5,5,15,0,2020,7,12,1,3,0,2,0,1,0,0,0,0,0,"407856,700699999930000","5757292,658399999100000",7.658996882000054,51.95868767400003,0,Unfallorte2020_LinRef.csv,5.200719702100568e+18
