,OBJECTID,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,STRZUSTAND,source_file,UIDENTSTLAE
118414,118415,5,5,15,0,2019,8,23,7,2,5,3,2,0,1,0,1,0,0,"408067,735999998640000","5754368,798999998700000",7.662849151000046,51.93244123200003,0,Unfallorte2019_LinRef.csv,
118573,118574,5,5,15,0,2019,8,15,6,3,0,1,0,1,0,0,0,0,0,"405246,388476162220000","5758227,422147281500000",7.620761663000053,51.96665102000003,0,Unfallorte2019_LinRef.csv,
118600,118601,5,5,15,0,2019,8,7,5,3,5,3,0,1,1,0,0,0,0,"407095,065726520490000","5760301,613287080100000",7.647101382000074,51.98560691100005,1,Unfallorte2019_LinRef.csv,
118657,118658,5,5,15,0,2019,8,10,5,3,0,2,0,1,0,0,0,0,0,"404825,469673991200000","5758339,207616699900000",7.614605694000034,51.96758388200004,0,Unfallorte2019_LinRef.csv,
118744,118745,5,5,15,0,2019,8,9,3,3,2,6,0,1,0,0,0,0,0,"403991,665018409490000","5756982,012399716300000",7.602851792000024,51.95524155800007,0,Unfallorte2019_LinRef.csv,
118756,118757,5,5,15,0,2019,8,7,5,2,3,3,0,1,1,0,0,0,0,"404788,876065968540000","5761206,473572555900000",7.613277488000051,51.993349617000035,1,Unfallorte2019_LinRef.csv,
118814,118815,5,5,15,0,2019,8,22,5,3,0,3,2,0,1,0,0,0,1,"406209,089443503880000","5769979,184572000100000",7.63155049900007,52.07244344900005,0,Unfallorte2019_LinRef.csv,
118834,118835,5,5,15,0,2019,8,13,5,3,5,3,0,1,1,0,0,0,0,"407899,827677492050000","5761418,186036974200000",7.658517066000059,51.99577724300008,0,Unfallorte2019_LinRef.csv,
118901,118902,5,5,15,0,2019,8,18,3,3,8,1,0,0,1,0,0,0,0,"400117,032287643290000","5757904,395983923200000",7.546217764000062,51.962849635000055,1,Unfallorte2019_LinRef.csv,
118915,118916,5,5,15,0,2019,8,10,5,3,3,6,0,1,0,0,0,0,1,"406240,023975163700000","5757692,437751188900000",7.635366679000072,51.962010820000046,0,Unfallorte2019_LinRef.csv,
118926,118927,5,5,15,0,2019,8,7,4,3,2,1,0,0,1,0,0,0,0,"410582,508774117570000","5755483,015090309100000",7.699126410000076,51.94286634100007,0,Unfallorte2019_LinRef.csv,
118931,118932,5,5,15,0,2019,8,12,4,3,3,6,0,0,1,0,0,1,0,"405219,093137304300000","5754815,603887096000000",7.62130542500006,51.93597949000008,0,Unfallorte2019_LinRef.csv,
119019,119020,5,5,15,0,2019,8,12,6,3,3,6,0,1,0,0,0,1,0,"405639,030469243410000","5756984,517125584200000",7.626816660000031,51.95554604200004,0,Unfallorte2019_LinRef.csv,
119052,119053,5,5,15,0,2019,8,11,7,3,0,3,0,1,1,0,0,0,0,"403051,202345618980000","5758116,424258122200000",7.588850119000028,51.96527482100004,0,Unfallorte2019_LinRef.csv,
119062,119063,5,5,15,0,2019,8,16,6,3,0,7,0,1,0,0,0,0,1,"406052,327818785790000","5756765,237549718500000",7.632889250000062,51.953645032000054,0,Unfallorte2019_LinRef.csv,
119144,119145,5,5,15,0,2019,8,14,6,3,2,6,0,0,1,0,0,0,0,"404842,131441942420000","5750259,207543086300000",7.617082804000063,51.89496015100008,0,Unfallorte2019_LinRef.csv,
119207,119208,5,5,15,0,2019,8,18,7,2,9,1,0,0,0,0,1,0,0,"401964,528207994070000","5749269,060190135600000",7.575558167000054,51.88556159700005,1,Unfallorte2019_LinRef.csv,
119249,119250,5,5,15,0,2019,8,8,6,3,2,6,0,0,1,0,0,0,1,"404887,967938225720000","5758283,165886061300000",7.615530678000027,51.96709085500004,0,Unfallorte2019_LinRef.csv,
119259,119260,5,5,15,0,2019,9,19,1,2,5,3,0,1,1,0,0,0,0,"407557,664637021720000","5758174,007412081600000",7.654408942000032,51.96656007400003,0,Unfallorte2019_LinRef.csv,
119261,119262,5,5,15,0,2019,9,15,1,3,2,6,0,0,1,0,0,0,0,"405024,297031357880000","5758113,278846729500000",7.617561476000049,51.96558715400005,0,Unfallorte2019_LinRef.csv,
119311,119312,5,5,15,0,2019,8,9,7,3,5,3,0,0,1,0,0,0,0,"409733,535000000150000","5751975,327000001400000",7.687698780000062,51.911199658000044,0,Unfallorte2019_LinRef.csv,
119359,119360,5,5,15,0,2019,8,21,6,3,0,2,2,0,1,0,0,0,1,"406305,872999998740000","5758867,043000001500000",7.636004258000071,51.97257981200005,0,Unfallorte2019_LinRef.csv,
119412,119413,5,5,15,0,2019,9,7,4,3,1,6,0,0,1,0,0,0,0,"406172,211733873000000","5750126,285516109300000",7.636442908000049,51.89399089300008,0,Unfallorte2019_LinRef.csv,
119712,119713,5,5,15,0,2019,9,13,2,3,5,3,0,1,1,0,0,0,0,"407013,488624458200000","5757123,621062733200000",7.646774672000049,51.957027907000054,0,Unfallorte2019_LinRef.csv,
119714,119715,5,5,15,0,2019,9,9,2,2,9,1,0,0,0,0,0,0,1,"402197,560000000520000","5750191,047000002100000",7.578681517000064,51.89388967600007,0,Unfallorte2019_LinRef.csv,
119943,119944,5,5,15,0,2019,9,14,1,3,3,3,0,1,1,0,0,0,0,"405155,011605947280000","5756902,549562010900000",7.619797829000049,51.954726942000036,0,Unfallorte2019_LinRef.csv,
120065,120066,5,5,15,0,2019,9,4,7,3,0,1,2,0,0,0,0,0,1,"409042,998223753650000","5756394,027935814100000",7.676494480000031,51.95080554400005,0,Unfallorte2019_LinRef.csv,
120280,120281,5,5,15,0,2019,9,13,2,3,5,2,0,1,1,0,0,0,0,"406085,022460951470000","5756734,628707464800000",7.633373236000068,51.953375427000026,0,Unfallorte2019_LinRef.csv,
120282,120283,5,5,15,0,2019,9,8,2,3,5,2,0,0,1,0,0,0,0,"403772,517744068060000","5754712,810543438400000",7.600298853000027,51.93480728500003,0,Unfallorte2019_LinRef.csv,
120405,120406,5,5,15,0,2019,9,22,5,3,8,1,2,0,1,0,0,0,0,"398755,421339709310000","5753893,133922008800000",7.52758798900004,51.926549839000074,0,Unfallorte2019_LinRef.csv,
120408,120409,5,5,15,0,2019,9,16,5,3,3,2,0,1,1,0,0,0,0,"406932,422000000250000","5751278,943000001800000",7.647176159000026,51.90447914400005,0,Unfallorte2019_LinRef.csv,
120452,120453,5,5,15,0,2019,9,16,7,3,0,1,0,0,0,0,1,0,0,"408181,633999999610000","5756611,207000002300000",7.663906502000032,51.952616145000036,0,Unfallorte2019_LinRef.csv,
120670,120671,5,5,15,0,2019,9,6,6,3,3,2,1,1,0,0,0,0,1,"405480,663034508940000","5756994,632340842900000",7.624509960000069,51.955610067000066,0,Unfallorte2019_LinRef.csv,
120679,120680,5,5,15,0,2019,9,19,4,3,0,1,2,0,1,0,0,1,0,"400492,356482639910000","5754718,854950785600000",7.552600869000059,51.93428477300006,1,Unfallorte2019_LinRef.csv,
120681,120682,5,5,15,0,2019,9,17,4,3,5,3,0,0,1,0,0,0,0,"400150,271756628530000","5761021,771133169500000",7.545794328000056,51.99087487700007,1,Unfallorte2019_LinRef.csv,
120815,120816,5,5,15,0,2019,9,14,3,3,4,2,0,0,1,0,0,0,0,"403221,893971335140000","5754226,329754142100000",7.592429065000033,51.93033914500006,0,Unfallorte2019_LinRef.csv,
120917,120918,5,5,15,0,2019,9,14,2,3,0,2,0,0,1,0,0,0,1,"406318,088548853060000","5756464,445540437500000",7.636837370000023,51.950986199000056,1,Unfallorte2019_LinRef.csv,
120918,120919,5,5,15,0,2019,9,7,2,3,2,7,1,0,1,0,0,0,0,"405729,183972824360000","5753717,131922243200000",7.629023932000052,51.92619253400005,1,Unfallorte2019_LinRef.csv,
120919,120920,5,5,15,0,2019,9,15,2,3,1,6,0,0,1,0,0,0,0,"407870,191805128940000","5756786,510094033600000",7.659328894000055,51.95414036400007,0,Unfallorte2019_LinRef.csv,
121157,121158,5,5,15,0,2019,9,16,5,3,5,3,0,1,1,0,0,0,0,"401648,180000000630000","5755592,414000000800000",7.569157521000022,51.94234200300008,0,Unfallorte2019_LinRef.csv,
121158,121159,5,5,15,0,2019,9,15,5,2,5,3,0,1,1,0,0,0,0,"412213,127830516550000","5752201,739815989500000",7.72367980000007,51.91363119200008,0,Unfallorte2019_LinRef.csv,
121250,121251,5,5,15,0,2019,9,20,5,3,8,1,2,0,1,0,0,0,0,"403156,950345561840000","5753240,195445032800000",7.591762286000062,51.921464126000046,0,Unfallorte2019_LinRef.csv,
121282,121283,5,5,15,0,2019,9,19,4,3,2,1,1,0,1,0,0,0,0,"407862,997591003780000","5758260,883738307300000",7.658828739000057,51.96739165900004,0,Unfallorte2019_LinRef.csv,
121283,121284,5,5,15,0,2019,9,8,4,3,2,2,0,1,1,0,0,0,0,"412168,580867362210000","5759474,894518055000000",7.721174032000022,51.97900112100007,0,Unfallorte2019_LinRef.csv,
121346,121347,5,5,15,0,2019,9,9,7,3,1,6,0,1,1,0,0,0,0,"405533,772901560180000","5756615,143943382400000",7.625386927000022,51.95220808300007,0,Unfallorte2019_LinRef.csv,
121361,121362,5,5,15,0,2019,9,16,1,3,0,1,0,1,0,0,0,0,0,"406087,202000000510000","5758927,321000002300000",7.632805339000072,51.973084709000034,0,Unfallorte2019_LinRef.csv,
121395,121396,5,5,15,0,2019,9,14,6,3,5,3,0,1,1,0,0,0,0,"409137,742160194550000","5758959,005473578300000",7.677194101000055,51.97387663600006,0,Unfallorte2019_LinRef.csv,
121402,121403,5,5,15,0,2019,9,14,7,3,6,7,0,0,1,1,0,0,0,"412444,980636368510000","5753214,264569001300000",7.726792309000075,51.922769136000056,0,Unfallorte2019_LinRef.csv,
121506,121507,5,5,15,0,2019,9,14,6,3,4,1,0,1,0,0,0,0,0,"411139,684609125370000","5758906,990662617600000",7.706344456000068,51.973732806000044,0,Unfallorte2019_LinRef.csv,
121514,121515,5,5,15,0,2019,9,15,7,3,3,1,0,1,0,0,0,0,0,"406423,476972179490000","5758819,885172812300000",7.637728665000054,51.972175750000076,0,Unfallorte2019_LinRef.csv,
121561,121562,5,5,15,0,2019,9,14,6,3,6,6,0,1,0,1,0,0,0,"405127,542204055000000","5756709,086873214700000",7.619451629000025,51.95298333300008,0,Unfallorte2019_LinRef.csv,
121612,121613,5,5,15,0,2019,9,15,6,3,0,3,0,1,1,0,0,0,0,"406135,535832151770000","5750909,941352373000000",7.635696709000058,51.901028659000076,0,Unfallorte2019_LinRef.csv,
121750,121751,5,5,15,0,2019,9,7,3,3,1,6,0,0,1,0,0,0,0,"403931,124990685840000","5754825,893434032800000",7.602573591000066,51.93585112000005,0,Unfallorte2019_LinRef.csv,
121845,121846,5,5,15,0,2019,9,8,2,3,6,4,0,1,0,1,0,0,0,"405100,269596889620000","5756651,406241416900000",7.619070822000026,51.95246022300006,1,Unfallorte2019_LinRef.csv,
121846,121847,5,5,15,0,2019,9,11,2,3,2,3,0,0,1,0,0,1,1,"408401,833581550980000","5753901,713041851300000",7.667831506000027,51.92829785500004,0,Unfallorte2019_LinRef.csv,
121847,121848,5,5,15,0,2019,9,7,2,3,5,2,0,1,1,0,0,0,0,"405972,397000000810000","5756367,039000000800000",7.631835419000026,51.95005232900007,1,Unfallorte2019_LinRef.csv,
121975,121976,5,5,15,0,2019,9,16,4,3,2,6,0,0,1,0,0,0,0,"404989,928000000310000","5750416,513000002100000",7.619186690000049,51.89639930800007,0,Unfallorte2019_LinRef.csv,
121977,121978,5,5,15,0,2019,9,7,4,3,5,3,0,1,1,0,0,0,0,"406354,127123095100000","5750967,606537634500000",7.638857257000041,51.90158376800008,0,Unfallorte2019_LinRef.csv,
121981,121982,5,5,15,0,2019,9,5,4,3,5,3,2,1,1,0,0,0,0,"404907,914081332270000","5755229,724111625900000",7.616665904000058,51.93964869400003,1,Unfallorte2019_LinRef.csv,
121983,121984,5,5,15,0,2019,9,13,4,3,5,2,0,1,1,0,0,0,0,"407650,826999999580000","5758328,674000000600000",7.655723010000031,51.96796578500005,0,Unfallorte2019_LinRef.csv,
122043,122044,5,5,15,0,2019,9,8,6,3,0,3,0,1,1,0,0,0,0,"405501,584000000730000","5756467,506000001000000",7.624959277000073,51.95087558000006,1,Unfallorte2019_LinRef.csv,
122044,122045,5,5,15,0,2019,9,16,6,3,5,2,0,0,1,0,0,0,0,"400898,564344175160000","5762028,823540492000000",7.556397523000044,52.00006039900006,0,Unfallorte2019_LinRef.csv,
122196,122197,5,5,15,0,2019,9,15,1,3,1,6,0,0,1,0,0,0,0,"407200,790939994160000","5755364,346963523000000",7.64997463800006,51.941245895000066,1,Unfallorte2019_LinRef.csv,
122217,122218,5,5,15,0,2019,9,17,5,3,5,3,0,1,1,0,0,0,0,"398716,142055030910000","5753195,056609127700000",7.527222347000077,51.92026830300006,1,Unfallorte2019_LinRef.csv,
122219,122220,5,5,15,0,2019,9,14,5,2,5,7,0,1,1,0,0,0,0,"404063,097500315870000","5756227,049369163800000",7.604101728000046,51.94846800500005,1,Unfallorte2019_LinRef.csv,
122222,122223,5,5,15,0,2019,9,9,5,2,5,2,0,1,1,0,0,0,0,"405555,251000001100000","5750683,701000001300000",7.627326967000045,51.898897032000036,0,Unfallorte2019_LinRef.csv,
122627,122628,5,5,15,0,2019,10,20,4,3,0,4,1,1,0,1,0,0,0,"404655,391259823930000","5759997,136798581100000",7.611670160000074,51.98245679200005,0,Unfallorte2019_LinRef.csv,
122629,122630,5,5,15,0,2019,10,23,4,3,4,6,2,1,0,0,0,0,0,"406468,779000001030000","5756256,810000000500000",7.639085898000076,51.94914522900007,0,Unfallorte2019_LinRef.csv,
122632,122633,5,5,15,0,2019,10,10,4,3,6,4,0,1,0,1,0,0,0,"405580,505585814830000","5756829,620103130100000",7.626007809000043,51.954143825000074,0,Unfallorte2019_LinRef.csv,
122634,122635,5,5,15,0,2019,10,14,4,3,5,3,0,1,1,0,0,0,0,"403051,202345618980000","5758116,424258122200000",7.588850119000028,51.96527482100004,1,Unfallorte2019_LinRef.csv,
122653,122654,5,5,15,0,2019,9,8,2,3,2,6,0,0,1,0,0,0,0,"405151,550098244100000","5757195,187485532800000",7.619666685000027,51.95735670300007,1,Unfallorte2019_LinRef.csv,
122654,122655,5,5,15,0,2019,9,8,2,3,2,6,0,0,1,0,0,1,0,"406067,480524038900000","5758934,150645716100000",7.632516451000072,51.973142764000045,1,Unfallorte2019_LinRef.csv,
122797,122798,5,5,15,0,2019,10,21,1,3,5,7,2,1,1,0,0,0,0,"407019,326315358280000","5757998,351210190000000",7.646622808000075,51.964891402000035,1,Unfallorte2019_LinRef.csv,
122840,122841,5,5,15,0,2019,10,10,3,3,0,2,0,1,1,0,0,0,0,"403013,915000000040000","5758689,755000000800000",7.588145603000044,51.97042157200008,1,Unfallorte2019_LinRef.csv,
122841,122842,5,5,15,0,2019,10,8,3,3,3,6,0,1,0,0,0,0,0,"405158,728000001050000","5756934,426000002800000",7.619843095000022,51.95501409500008,1,Unfallorte2019_LinRef.csv,
122843,122844,5,5,15,0,2019,10,15,3,3,6,7,0,0,1,1,0,0,0,"406391,720130079430000","5751118,538247168100000",7.639362512000048,51.902946746000055,0,Unfallorte2019_LinRef.csv,
123029,123030,5,5,15,0,2019,10,16,6,3,5,3,0,1,1,0,0,0,0,"403161,410000001080000","5759052,005000000800000",7.590189830000043,51.97370329300003,1,Unfallorte2019_LinRef.csv,
123094,123095,5,5,15,0,2019,10,7,2,3,5,3,1,1,1,0,0,0,0,"405473,398097587750000","5754929,448529129800000",7.624972137000043,51.93704603400005,1,Unfallorte2019_LinRef.csv,
123096,123097,5,5,15,0,2019,10,10,2,3,0,7,0,1,0,1,0,0,0,"404206,634865609930000","5759090,732811207000000",7.605390872000044,51.97423254200004,0,Unfallorte2019_LinRef.csv,
123263,123264,5,5,15,0,2019,10,6,6,3,3,6,2,0,1,0,0,1,0,"400660,424843165090000","5760085,621287079500000",7.553492757000072,51.98255214000005,1,Unfallorte2019_LinRef.csv,
123287,123288,5,5,15,0,2019,10,22,5,3,0,7,2,1,0,0,0,0,0,"405027,289840376940000","5757609,910747701300000",7.617744228000049,51.96106319300003,1,Unfallorte2019_LinRef.csv,
123289,123290,5,5,15,0,2019,10,16,5,2,5,3,0,0,1,0,1,0,0,"409759,513788981360000","5751788,801208844400000",7.688125217000049,51.90952723700008,0,Unfallorte2019_LinRef.csv,
123291,123292,5,5,15,0,2019,10,13,5,2,8,2,0,0,1,0,0,0,0,"406578,558585365300000","5759156,125653756800000",7.639894108000021,51.97522412600006,0,Unfallorte2019_LinRef.csv,
123385,123386,5,5,15,0,2019,10,17,7,2,0,1,0,1,0,0,0,0,0,"407642,406629575420000","5754827,033774096500000",7.65654156100004,51.93648969600008,0,Unfallorte2019_LinRef.csv,
123492,123493,5,5,15,0,2019,10,6,4,3,0,7,2,0,0,0,1,0,0,"411250,639108303930000","5752655,865061473100000",7.709573102000036,51.91756069000007,0,Unfallorte2019_LinRef.csv,
123494,123495,5,5,15,0,2019,10,7,4,3,3,6,0,1,0,0,0,0,0,"406954,083782397210000","5756982,815236713700000",7.645948553000039,51.95575233500006,0,Unfallorte2019_LinRef.csv,
123607,123608,5,5,15,0,2019,10,15,6,3,3,2,0,1,1,0,0,0,0,"409878,451000001280000","5761082,108000002800000",7.687416745000064,51.993081018000055,1,Unfallorte2019_LinRef.csv,
123717,123718,5,5,15,0,2019,10,20,3,2,0,6,2,0,1,0,0,0,0,"400743,202664135960000","5753582,943899575600000",7.556575971000029,51.92411976100004,0,Unfallorte2019_LinRef.csv,
123785,123786,5,5,15,0,2019,10,3,5,2,0,1,2,1,0,0,0,0,0,"403211,292106604200000","5755255,444422813100000",7.59198536100007,51.939587336000045,1,Unfallorte2019_LinRef.csv,
123787,123788,5,5,15,0,2019,10,14,5,3,1,6,0,0,1,0,0,0,0,"403207,761000000870000","5755252,723999999500000",7.591934776000073,51.93956227000007,1,Unfallorte2019_LinRef.csv,
123790,123791,5,5,15,0,2019,10,15,5,3,2,1,0,0,1,0,0,0,0,"405579,595689580780000","5759103,661448031700000",7.62536932200004,51.974583720000055,1,Unfallorte2019_LinRef.csv,
123953,123954,5,5,15,0,2019,10,15,2,3,6,7,0,1,0,1,0,0,0,"406274,032805736180000","5757400,590482574000000",7.63594114700004,51.95939329400005,0,Unfallorte2019_LinRef.csv,
123955,123956,5,5,15,0,2019,10,17,2,3,3,7,0,0,1,0,0,1,0,"406003,358189043590000","5755004,864343131000000",7.632658194000044,51.93781368100008,0,Unfallorte2019_LinRef.csv,
123957,123958,5,5,15,0,2019,10,7,2,3,2,6,2,0,1,0,0,0,0,"402698,144999999550000","5754857,315000005100000",7.584635542000058,51.93591932800007,0,Unfallorte2019_LinRef.csv,
124024,124025,5,5,15,0,2019,10,17,4,3,2,7,0,0,1,0,0,0,0,"409660,866675821130000","5758768,616149922800000",7.684857874000045,51.97225058200007,0,Unfallorte2019_LinRef.csv,
124026,124027,5,5,15,0,2019,10,7,4,3,2,6,2,0,1,0,0,0,0,"401515,334985093210000","5758999,068861734100000",7.566248924000036,51.972938225000064,1,Unfallorte2019_LinRef.csv,
124028,124029,5,5,15,0,2019,10,17,4,3,6,1,1,1,0,1,0,0,0,"405235,024948409760000","5759114,177136380200000",7.620351514000049,51.97461958700006,1,Unfallorte2019_LinRef.csv,
124031,124032,5,5,15,0,2019,10,10,4,3,6,4,0,1,0,1,0,0,0,"406609,351181931790000","5757157,998848687900000",7.640885731000026,51.95726918400004,0,Unfallorte2019_LinRef.csv,
124033,124034,5,5,15,0,2019,10,21,4,3,4,6,2,1,0,0,0,0,0,"409048,106337529610000","5758599,460422186200000",7.675984797000069,51.97063016700008,1,Unfallorte2019_LinRef.csv,
124035,124036,5,5,15,0,2019,10,19,4,3,1,7,2,1,1,0,0,0,0,"405719,610148339530000","5753810,636484479500000",7.628859128000045,51.92703137800004,1,Unfallorte2019_LinRef.csv,
124148,124149,5,5,15,0,2019,10,13,1,3,2,6,0,0,1,0,0,0,0,"399465,977456651630000","5752382,100116111300000",7.538359258000071,51.91309721500005,1,Unfallorte2019_LinRef.csv,
124150,124151,5,5,15,0,2019,10,23,1,3,5,3,2,1,1,0,0,0,0,"404073,369518542660000","5754981,207168038900000",7.604598714000076,51.93727167800006,1,Unfallorte2019_LinRef.csv,
124368,124369,5,5,15,0,2019,10,5,7,2,0,1,2,1,0,0,0,0,0,"406617,478367908860000","5757653,656010737600000",7.640869225000074,51.96172575800006,1,Unfallorte2019_LinRef.csv,
124455,124456,5,5,15,0,2019,10,16,6,3,2,6,0,0,1,0,0,0,0,"407416,312957215120000","5755080,087397109700000",7.653185604000043,51.93872671500003,0,Unfallorte2019_LinRef.csv,
124457,124458,5,5,15,0,2019,10,11,6,2,6,2,0,1,0,1,0,0,0,"406598,911134973170000","5751221,035294141600000",7.642345431000024,51.90390282200008,0,Unfallorte2019_LinRef.csv,
124532,124533,5,5,15,0,2019,10,8,5,3,0,6,0,0,1,0,0,1,0,"400127,066100819040000","5757188,032127227600000",7.546572034000064,51.95641267000008,0,Unfallorte2019_LinRef.csv,
124626,124627,5,5,15,0,2019,10,8,3,3,5,2,0,1,0,0,0,1,0,"405972,652820154090000","5752312,597434286000000",7.632947175000027,51.913609026000074,0,Unfallorte2019_LinRef.csv,
124627,124628,5,5,15,0,2019,10,2,3,3,7,2,2,1,0,0,0,0,0,"405610,230889315720000","5756973,465075174300000",7.626400722000028,51.95544181400004,0,Unfallorte2019_LinRef.csv,
124718,124719,5,5,15,0,2019,10,12,2,3,2,6,0,0,1,0,0,0,0,"401173,928718335930000","5761888,611508699100000",7.560447795000073,51.99884923800005,0,Unfallorte2019_LinRef.csv,
124720,124721,5,5,15,0,2019,10,14,2,3,5,3,0,1,1,0,0,0,0,"405092,451772007160000","5759105,851800264800000",7.618278797000073,51.97452042500004,0,Unfallorte2019_LinRef.csv,
124832,124833,5,5,15,0,2019,10,7,1,3,0,3,0,1,1,0,0,0,0,"404125,007018477660000","5748865,765519291200000",7.607051562000038,51.882312332000026,1,Unfallorte2019_LinRef.csv,
124845,124846,5,5,15,0,2019,10,18,2,3,5,3,2,1,1,0,0,0,0,"405447,854729336690000","5755196,332186412100000",7.624527316000069,51.93944056700008,0,Unfallorte2019_LinRef.csv,
124881,124882,5,5,15,0,2019,10,17,7,3,2,6,0,0,1,0,0,0,0,"406077,338953915050000","5756742,312461663000000",7.633259362000047,51.953443195000034,0,Unfallorte2019_LinRef.csv,
124908,124909,5,5,15,0,2019,10,15,2,3,2,1,0,0,0,0,1,0,1,"408233,442495159800000","5760653,320719774800000",7.663579617000039,51.988957467000034,1,Unfallorte2019_LinRef.csv,
124923,124924,5,5,15,0,2019,10,12,2,3,5,7,0,0,0,0,1,0,1,"406354,197467136200000","5757349,304521724600000",7.637121463000028,51.958945819000064,0,Unfallorte2019_LinRef.csv,
124969,124970,5,5,15,0,2019,10,12,2,3,3,7,0,1,1,0,0,0,0,"404643,797761144120000","5756657,297323111400000",7.612428957000077,51.952435097000034,0,Unfallorte2019_LinRef.csv,
124981,124982,5,5,15,0,2019,10,9,6,3,0,7,0,1,1,0,0,0,0,"403694,536981939340000","5759591,298144228800000",7.597797417000038,51.97864326500007,0,Unfallorte2019_LinRef.csv,
125049,125050,5,5,15,0,2019,10,17,2,3,6,7,1,0,1,1,0,0,0,"408701,625347794030000","5753414,396709425400000",7.672319566000056,51.92396678800003,0,Unfallorte2019_LinRef.csv,
125094,125095,5,5,15,0,2019,10,16,2,3,5,2,0,1,1,0,0,0,0,"406259,276255899110000","5757409,923976937300000",7.635723904000031,51.959474700000044,0,Unfallorte2019_LinRef.csv,
125153,125154,5,5,15,0,2019,10,18,4,3,2,6,2,0,1,0,0,0,0,"405575,798215247690000","5754350,009920850400000",7.626620281000044,51.931855151000036,0,Unfallorte2019_LinRef.csv,
125185,125186,5,5,15,0,2019,10,11,3,3,3,6,0,0,1,0,0,0,0,"406331,104000001210000","5758856,545000001800000",7.636374322000052,51.972489705000044,0,Unfallorte2019_LinRef.csv,
125254,125255,5,5,15,0,2019,10,17,4,3,2,6,1,0,1,0,0,0,1,"405595,390099565500000","5754324,634133108000000",7.626912115000039,51.93163038400007,0,Unfallorte2019_LinRef.csv,
125352,125353,5,5,15,0,2019,10,20,5,3,0,7,2,0,0,0,0,0,1,"403848,489563697020000","5759437,871035300200000",7.600081227000032,51.977290878000076,0,Unfallorte2019_LinRef.csv,
125388,125389,5,5,15,0,2019,10,18,3,3,2,6,2,0,1,0,0,0,0,"405629,993666001600000","5754177,185378503100000",7.627455699000052,51.93031091200004,0,Unfallorte2019_LinRef.csv,
125528,125529,5,5,15,0,2019,11,12,2,2,3,6,0,0,1,0,0,1,0,"404952,774084053930000","5767529,781120821800000",7.61390786100003,52.05021344600004,0,Unfallorte2019_LinRef.csv,
125601,125602,5,5,15,0,2019,11,19,7,2,0,7,2,0,1,0,0,0,0,"401008,837454855440000","5760642,833856243600000",7.558403522000049,51.98762263100008,0,Unfallorte2019_LinRef.csv,
125602,125603,5,5,15,0,2019,11,16,7,3,5,2,0,1,0,0,0,0,1,"405019,897000000810000","5757700,724000001300000",7.617611551000039,51.96187819600004,0,Unfallorte2019_LinRef.csv,
125723,125724,5,5,15,0,2019,11,16,6,3,2,6,1,0,1,0,0,0,1,"398639,770029394890000","5752087,573648251600000",7.526438160000055,51.91030022500007,1,Unfallorte2019_LinRef.csv,
125794,125795,5,5,15,0,2019,11,10,2,3,5,3,0,1,1,0,0,0,0,"407027,621319204570000","5760009,587302869200000",7.646198694000077,51.98297076000006,1,Unfallorte2019_LinRef.csv,
125928,125929,5,5,15,0,2019,11,19,4,3,1,6,2,0,1,0,0,0,0,"408786,627673015930000","5751455,745849557200000",7.674074088000054,51.90637503900007,0,Unfallorte2019_LinRef.csv,
125929,125930,5,5,15,0,2019,11,21,4,3,6,7,2,1,0,1,0,0,0,"406101,223000000230000","5757382,790000001000000",7.633431765000069,51.959204138000075,0,Unfallorte2019_LinRef.csv,
125930,125931,5,5,15,0,2019,11,17,4,3,6,2,2,0,1,1,0,0,0,"410803,655479398560000","5760164,941205833100000",7.701126771000077,51.98498628700003,1,Unfallorte2019_LinRef.csv,
125931,125932,5,5,15,0,2019,11,13,4,2,6,4,0,0,1,1,0,0,0,"407077,336786583070000","5757672,728251664000000",7.647555028000056,51.96197423800004,0,Unfallorte2019_LinRef.csv,
125956,125957,5,5,15,0,2019,11,17,6,3,5,2,2,1,1,0,0,0,0,"404785,940540856680000","5758300,387199968100000",7.614041241000052,51.96722818000006,1,Unfallorte2019_LinRef.csv,
125958,125959,5,5,15,0,2019,11,13,6,2,5,3,0,1,1,0,0,0,0,"405736,759180402380000","5753740,858998397400000",7.629127565000033,51.92640708700003,0,Unfallorte2019_LinRef.csv,
125960,125961,5,5,15,0,2019,11,7,6,3,1,6,0,0,1,0,0,0,0,"412805,568584227930000","5754707,252290193000000",7.731656197000064,51.93624598800005,0,Unfallorte2019_LinRef.csv,
125961,125962,5,5,15,0,2019,11,10,6,3,5,2,0,1,0,0,0,0,0,"406160,816490875560000","5757437,455821653800000",7.634283866000033,51.95970556100008,1,Unfallorte2019_LinRef.csv,
126077,126078,5,5,15,0,2019,11,17,4,3,1,6,2,0,1,0,0,0,1,"405890,725019345060000","5754976,894468346600000",7.631027910000057,51.93754323600007,0,Unfallorte2019_LinRef.csv,
126108,126109,5,5,15,0,2019,11,11,3,3,6,4,0,1,0,1,0,0,0,"406579,758999999610000","5751215,374000001700000",7.642068659000074,51.90384872300007,1,Unfallorte2019_LinRef.csv,
