datum,uhrzeit,strassenschluessel,strassennummer,vu_ort,vu_hoehe,anzahl_beteiligte,t,sv,lv,ortslage,lsa_in_betrieb,fgue,kreisverkehr,zul_geschwindigkeit,flucht,pkw,fg,rf,mofa,lkw,bus,zug,kat,art,typ,alkohol,1,1_urs,2,2_urs,3
20190101,2120,K,K2,Mecklenbecker Straße,,2,0,0,1,1,0,0,0,50,0,1,0,0,1,0,0,0,3,Zusammenstoss mit einbiegendem/kreuzendem Fahrzeug,Abbiegeunfall (AB),0,PKW,49,Kraftrad,,
20190102,1930,B,B54,Weseler Straße,Moltkestraße,2,0,0,1,1,1,0,0,,0,0,0,1,0,0,0,0,3,Zusammenstoss mit seitlich in gleicher Richtung fahrendem Fahrzeug,Unfall im Längsverkehr (LV),0,Fahrrad,22,Fahrrad,,
20190102,1445,K,K16,Dorbaumstraße,Reinerskamp,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit vorausfahrendem/wartendem Fahrzeug,Abbiegeunfall (AB),0,PKW,14,PKW,,
20190102,655,L,L793,Wolbecker Straße,B 51,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit vorausfahrendem/wartendem Fahrzeug,Unfall im Längsverkehr (LV),0,PKW,14,PKW,,
20190101,2110,G,,An der Meerwiese,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190101,1400,K,K6,Hansaring,Wolbecker Straße,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit einbiegendem/kreuzendem Fahrzeug,Abbiegeunfall (AB),0,PKW,32,PKW,,
20190101,1140,B,B54,Westfalenstraße,Hummelbrink,2,0,0,0,1,0,0,0,,0,1,0,0,0,1,0,0,5,Zusammenstoss mit einbiegendem/kreuzendem Fahrzeug,Einbiegen/Kreuzen-Unfall (EK),0,PKW,28,LKW,,
20190101,1614,G,,Zum Hiltruper See,,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,5,Unfall anderer Art,Fahrunfall (F),0,PKW,49,,,
20190103,1400,G,,Loddenheide,,2,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,Sonstige,49,PKW,,
20190103,1330,G,,Kärntner Straße,,2,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,Sonstige,49,PKW,,
20190103,1736,G,,Von-Steuben-Straße,Hafenstraße,2,0,0,1,1,1,1,0,50,0,1,1,0,0,0,0,0,3,Zusammenstoss zwischen Fahrzeug und Fussgänger,Abbiegeunfall (AB),0,PKW,40,Fußgänger,,
20190104,1015,K,K6,Kaiser-Wilhelm-Ring,Warendorfer Straße,2,0,0,1,1,1,0,0,50,0,1,0,0,0,0,0,0,3,Zusammenstoss mit vorausfahrendem/wartendem Fahrzeug,Unfall im Längsverkehr (LV),0,PKW,14,PKW,,
20190105,1155,G,,Everswinkeler Straße,Grenkuhlenweg,2,0,0,2,1,0,0,0,100,0,1,0,0,0,0,0,0,3,Zusammenstoss mit einbiegendem/kreuzendem Fahrzeug,Einbiegen/Kreuzen-Unfall (EK),0,PKW,28,PKW,,
20190106,1300,G,,Hafenweg,,2,0,0,0,1,0,0,0,30,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,Sonstige,49,PKW,,
20190106,1540,G,,Nerzweg,,2,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,PKW,49,PKW,,
20190106,1445,K,K5,Dingbängerweg,,2,0,0,1,0,0,0,0,50,0,1,0,0,0,0,0,0,3,Zusammenstoss mit vorausfahrendem/wartendem Fahrzeug,Unfall im Längsverkehr (LV),0,PKW,14,PKW,,
20190107,1345,G,,Sandfortskamp,,2,0,0,0,1,0,0,0,50,1,1,0,0,0,0,0,0,5,Unfall anderer Art,Unfall durch ruhenden Verkehr (RV),0,Sonstige,49,PKW,,
20190107,1825,G,,Büchnerstraße,,2,0,0,0,1,0,0,0,30,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,PKW,49,PKW,,
20190107,810,G,,Königsstraße,,2,0,0,1,1,0,0,0,50,1,1,1,0,0,0,0,0,3,Zusammenstoss zwischen Fahrzeug und Fussgänger,Überschreiten-Unfall (ÜS),0,PKW,42,Fußgänger,,
20190101,1850,G,,Andreas-Hofer-Straße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,PKW,14,PKW,,
20190101,1610,G,,Sentruper Straße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,14,PKW,,
20190101,1350,K,K6,Kardinal-von-Galen-Ring,,1,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Unfall anderer Art,Sonstiger Unfall (SO),0,PKW,36,,,
20190101,135,L,L551,Weseler Straße,,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,5,Unfall anderer Art,Sonstiger Unfall (SO),0,PKW,,,,
20190102,1830,G,,Feuerstiege,,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,5,Unfall anderer Art,Sonstiger Unfall (SO),0,PKW,,,,
20190102,1410,G,,von-Steuben-Straße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit seitlich in gleicher Richtung fahrendem Fahrzeug,Unfall im Längsverkehr (LV),0,PKW,26,PKW,,
20190102,1445,K,K33,Mondstraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit seitlich in gleicher Richtung fahrendem Fahrzeug,Unfall im Längsverkehr (LV),0,PKW,26,PKW,,
20190102,650,G,,von-Humboldt-Straße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,1,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,LKW,36,PKW,,
20190102,1922,G,,Klosterstraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190102,1430,G,,Hörster Straße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,1,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,LKW,36,PKW,,
20190102,1720,G,,Maximilianstraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190102,1358,G,,Aegidiimarkt,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190102,1610,G,,Werlandstraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190102,1650,K,K9,Friedrich-Ebert-Straße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,PKW,14,PKW,,
20190103,310,G,,Thierstraße,,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,5,Unfall anderer Art,Sonstiger Unfall (SO),0,PKW,,,,
20190102,1240,G,,Dahlweg,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190103,855,K,K30,Bösenseller Straße,,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,5,Unfall anderer Art,Sonstiger Unfall (SO),0,PKW,36,,,
20190103,1603,G,,Am Schütthook,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit einbiegendem/kreuzendem Fahrzeug,Abbiegeunfall (AB),0,PKW,14,PKW,,
20190101,145,G,,Von-Esmarch-Straße,,1,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Unfall anderer Art,Sonstiger Unfall (SO),0,PKW,36,,,
20190101,1710,G,,Handorfer Straße,Pröbstingstraße,1,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Unfall anderer Art,Fahrunfall (F),0,PKW,35,,,
20190103,1415,G,,Inselbogen,Metzerstraße,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,PKW,14,PKW,,
20190103,1440,G,,Wienerstraße,,1,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Unfall anderer Art,Fahrunfall (F),0,PKW,14,,,
20190103,925,G,,Engelstraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,14,PKW,,
20190103,1610,G,,Rüschhausweg,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190103,1235,G,,Wilhelmstraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190103,1425,G,,Christoph-Bernhard-Graben,Christoph-Bernhard-Graben,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit entgegenkommendem Fahrzeug,Unfall im Längsverkehr (LV),0,PKW,14,PKW,,
20190103,1155,G,,Von-Humboldt-Straße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,1,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,Bus,14,PKW,,
20190102,1045,G,,Promenade,Sonnenstraße,2,0,0,1,1,0,0,0,,1,0,0,1,0,0,0,0,3,Zusammenstoss mit vorausfahrendem/wartendem Fahrzeug,Unfall im Längsverkehr (LV),0,Fahrrad,49,Fahrrad,,
20190103,1117,G,,Aegidiimarkt,,2,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,49,PKW,,
20190103,2015,K,K6,Kaiser-Wilhelm-Ring,,2,0,0,1,1,0,0,0,,0,1,0,1,0,0,0,0,3,Zusammenstoss mit entgegenkommendem Fahrzeug,Abbiegeunfall (AB),0,PKW,34,Fahrrad,,
20190108,1241,G,,Drachterstraße,,1,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,5,Abkommen von Fahrbahn nach rechts,Fahrunfall (F),0,PKW,13,,,
20190105,1745,K,K7,Königsberger Straße,An der Kleimannbrücke,3,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit einbiegendem/kreuzendem Fahrzeug,Einbiegen/Kreuzen-Unfall (EK),0,PKW,28,PKW,,PKW
20190105,2115,G,,Gasselstiege,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,14,PKW,,
20190105,1625,G,,An der alten Zaiegelei,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,14,PKW,,
20190104,1315,K,K7,Wilkinghege,,1,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,5,Unfall anderer Art,Fahrunfall (F),0,LKW,14,,,
20190104,1420,K,K9,Friedrich-Ebert-Straße,Hafenstraße,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit vorausfahrendem/wartendem Fahrzeug,Unfall im Längsverkehr (LV),0,PKW,14,PKW,,
20190104,723,L,L884,Alexianer Weg,,2,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit vorausfahrendem/wartendem Fahrzeug,Unfall im Längsverkehr (LV),0,PKW,14,PKW,,
20190104,1725,L,L586,Albersloher Weg,Egbert-Snoek-Straße,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit einbiegendem/kreuzendem Fahrzeug,Einbiegen/Kreuzen-Unfall (EK),0,PKW,31,PKW,,
20190104,1855,K,K10,Davertstraße,Am Dornbusch,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit einbiegendem/kreuzendem Fahrzeug,Einbiegen/Kreuzen-Unfall (EK),0,PKW,28,PKW,,
20190104,1136,G,,Hamannplatz,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,14,PKW,,
20190102,1230,B,B54,Steinfurter Straße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit vorausfahrendem/wartendem Fahrzeug,Unfall im Längsverkehr (LV),0,PKW,14,PKW,,
20190103,1115,G,,Scharnhorststraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,PKW,14,PKW,,
20190104,1840,L,L587,Schiffahrter Damm,Ostmarkstraße,2,0,0,0,1,0,0,0,,0,1,0,0,0,1,0,0,5,Zusammenstoss mit seitlich in gleicher Richtung fahrendem Fahrzeug,Unfall im Längsverkehr (LV),0,PKW,26,LKW,,
20190104,1015,G,,Hogenbergstraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,1,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,Bus,14,PKW,,
20190104,1550,G,,Buddenstraße,Kreuzstraße,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit einbiegendem/kreuzendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,PKW,14,PKW,,
20190104,1550,G,,Skagerrakstraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit vorausfahrendem/wartendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,PKW,14,PKW,,
20190104,2135,B,B54,Hammer Straße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit vorausfahrendem/wartendem Fahrzeug,Unfall im Längsverkehr (LV),0,PKW,14,PKW,,
20190104,1830,G,,Schulstraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190104,708,K,K6,Kardinal-von-Galen-Ring,Sentruper Straße,1,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Unfall anderer Art,Fahrunfall (F),0,PKW,14,,,
20190104,1250,G,,Erphostraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190104,1610,L,L551,Weseler Straße,Boeselagerstraße,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit vorausfahrendem/wartendem Fahrzeug,Abbiegeunfall (AB),0,PKW,14,PKW,,
20190104,1012,G,,Inselbogen,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,14,PKW,,
20190104,1110,G,,Leonardo Campus,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,44,PKW,,
20190104,1950,G,,Kerssenbrockstraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190104,1528,B,B51,Warendorfer Straße,Dyckburgstraße,2,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit vorausfahrendem/wartendem Fahrzeug,Unfall im Längsverkehr (LV),0,PKW,14,PKW,,
20190104,1905,K,K6,Hansaring,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190104,1315,G,,Korduanenstraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190104,1804,G,,Bachstraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,PKW,14,PKW,,
20190104,1115,B,B54,Westfalenstraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190104,1505,G,,Dahlweg,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190105,1045,K,K6,Friesenring,,1,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Unfall anderer Art,Sonstiger Unfall (SO),0,PKW,49,,,
20190105,1330,L,L843,Roxeler Straße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit vorausfahrendem/wartendem Fahrzeug,Unfall im Längsverkehr (LV),0,PKW,14,PKW,,
20190105,730,K,K33,Dyckburgstraße,Wersebeckmannweg,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,5,Zusammenstoss mit entgegenkommendem Fahrzeug,Unfall im Längsverkehr (LV),0,Sonstige,48,Bus,,
20190102,1140,G,,Barlachstraße,,2,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,Sonstige,49,PKW,,
20190108,1000,G,,Bodelschwinghstraße,Hülsebrockstraße,2,0,0,1,1,0,0,0,,0,1,0,1,0,0,0,0,3,Zusammenstoss mit entgegenkommendem Fahrzeug,Abbiegeunfall (AB),0,PKW,35,Fahrrad,,
20190108,1815,G,,Hamburger Straße,,3,0,0,1,1,0,0,0,,0,1,0,1,0,0,0,0,3,Unfall anderer Art,Unfall durch ruhenden Verkehr (RV),0,PKW,45,Fahrrad,,Fahrrad
20190108,2050,L,L587,Grevener Straße,Dorpatweg,2,0,0,1,1,1,1,0,50,0,1,1,0,0,0,0,0,3,Zusammenstoss zwischen Fahrzeug und Fussgänger,Abbiegeunfall (AB),0,PKW,49,Fußgänger,,
20190109,745,G,,Westhoffstraße,Wilkinghege,2,0,0,1,1,0,1,0,,0,0,1,0,0,1,0,0,3,Zusammenstoss zwischen Fahrzeug und Fussgänger,Überschreiten-Unfall (ÜS),0,Sonstige,39,Fußgänger,,
20190109,1530,G,,Ronnebergweg,,2,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,5,Unfall anderer Art,Unfall durch ruhenden Verkehr (RV),0,Sonstige,49,PKW,,
20190109,1310,K,K12,Haus Uhlenkotten,,1,0,1,0,1,0,0,0,50,0,0,0,1,0,0,0,0,2,Unfall anderer Art,Fahrunfall (F),0,Fahrrad,49,,,
20190109,1807,L,L586,Albersloher Weg,Letterhausweg,2,0,0,2,1,1,0,0,50,0,1,0,0,0,0,0,0,3,Zusammenstoss mit vorausfahrendem/wartendem Fahrzeug,Unfall im Längsverkehr (LV),0,PKW,14,PKW,,
20190109,1920,G,,Breul,,2,0,0,0,1,0,0,0,30,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,PKW,49,PKW,,
20190106,447,G,,Frie-Vendt-Straße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit einbiegendem/kreuzendem Fahrzeug,Einbiegen/Kreuzen-Unfall (EK),0,PKW,28,PKW,,
20190107,735,G,,Loddenweg,Osttor,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190107,1625,B,B54,Hammer Straße,Am Berg Fidel,2,0,0,0,1,0,0,0,,0,0,0,0,0,1,1,0,5,Zusammenstoss mit seitlich in gleicher Richtung fahrendem Fahrzeug,Unfall im Längsverkehr (LV),0,LKW,14,Bus,,
20190107,1425,G,,Kristiansandstraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,PKW,37,PKW,,
20190101,955,G,,Alte Schiffahrt,,1,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Unfall anderer Art,Sonstiger Unfall (SO),0,PKW,,,,
20190104,1500,L,L793,Wolbecker Straße,Umgehungsstraße,2,0,0,0,1,0,0,0,,0,1,0,0,0,1,0,0,5,Zusammenstoss mit seitlich in gleicher Richtung fahrendem Fahrzeug,Abbiegeunfall (AB),0,LKW,14,PKW,,
20190105,915,L,L793,Wolbecker Straße,Bremer Platz,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190106,1412,G,,Mecklenburger Straße,,1,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Unfall anderer Art,Sonstiger Unfall (SO),0,PKW,36,,,
20190106,1315,G,,Ferdinandstraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,PKW,14,PKW,,
20190106,1910,G,,Alter Steinweg,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190106,1820,G,,Staufenstraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190106,10,L,L793,Hafenstraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,PKW,36,PKW,,
20190106,1530,K,K6,Orleans-Ring,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit vorausfahrendem/wartendem Fahrzeug,Unfall im Längsverkehr (LV),0,PKW,14,PKW,,
20190106,1800,B,B54,Steinfurter Straße,Kapuzinerstraße,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,44,PKW,,
20190107,1225,G,,Albert-Schweitzer-Straße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,14,PKW,,
20190107,1900,B,B219,Grevener Straße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,44,PKW,,
20190107,1710,B,B54,Westfalenstraße,Meesenstiege,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit einbiegendem/kreuzendem Fahrzeug,Einbiegen/Kreuzen-Unfall (EK),0,PKW,28,PKW,,
20190107,1410,K,K9,Friedrich-Ebert-Straße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,1,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,LKW,14,PKW,,
20190107,2020,G,,Industrieweg,Umgehungsstraße,2,0,0,0,1,0,0,0,,0,1,0,0,0,1,0,0,5,Zusammenstoss mit seitlich in gleicher Richtung fahrendem Fahrzeug,Unfall im Längsverkehr (LV),0,LKW,14,PKW,,
20190107,818,B,B54,Hammer Straße,Münstermannweg,2,0,0,0,1,0,0,0,,0,1,0,0,1,0,0,0,5,Zusammenstoss mit vorausfahrendem/wartendem Fahrzeug,Abbiegeunfall (AB),0,Kraftrad,14,PKW,,
20190107,750,G,,Norbertstraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,14,PKW,,
20190107,1300,G,,Dahlweg,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190107,1533,L,L793,Hafenstraße,Engelstraße,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit seitlich in gleicher Richtung fahrendem Fahrzeug,Abbiegeunfall (AB),0,PKW,14,PKW,,
20190107,1305,G,,Am Dornbusch,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit entgegenkommendem Fahrzeug,Unfall im Längsverkehr (LV),0,PKW,14,PKW,,
20190107,1535,G,,Bergiusstraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
