datum,uhrzeit,strassenschluessel,strassennummer,vu_ort,vu_hoehe,anzahl_beteiligte,t,sv,lv,ortslage,lsa_in_betrieb,fgue,kreisverkehr,zul_geschwindigkeit,flucht,pkw,fg,rf,mofa,lkw,bus,zug,kat,art,typ,alkohol,1,1_urs,2,2_urs,3
20190516,1545,G,,Düesbergweg,,2,0,0,2,1,0,0,0,50,0,0,1,1,0,0,0,0,3,Zusammenstoss zwischen Fahrzeug und Fussgänger,Überschreiten-Unfall (ÜS),0,Fußgänger,69,Fahrrad,,
20190517,1313,G,,Aegidiistraße,Mühlenstraße,2,0,0,1,1,0,0,0,50,0,1,0,1,0,0,0,0,3,Zusammenstoss mit vorausfahrendem/wartendem Fahrzeug,Abbiegeunfall (AB),0,Fahrrad,14,PKW,,
20190517,1400,G,,Albert-Schweitzer-Straße,,1,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,4,Unfall anderer Art,Sonstiger Unfall (SO),0,PKW,4,,,
20190517,1240,G,,Alfred-Krupp-Weg,,2,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,Sonstige,14,PKW,,
20190517,1630,G,,Düesbergweg,,2,0,0,0,1,0,0,0,50,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,Sonstige,49,PKW,,
20190517,1830,G,,Marsweg,,2,0,0,0,1,0,0,0,30,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,Sonstige,14,PKW,,
20190518,1820,K,K39,Davertstraße,Tengenkamp,2,0,0,1,1,0,0,0,30,0,1,0,1,0,0,0,0,3,Zusammenstoss mit einbiegendem/kreuzendem Fahrzeug,Einbiegen/Kreuzen-Unfall (EK),0,PKW,28,Fahrrad,,
20190519,1500,G,,Niedenstiege,,2,0,0,1,1,0,0,0,,0,1,1,0,0,0,0,0,3,Unfall anderer Art,Sonstiger Unfall (SO),0,Fußgänger,69,PKW,,
20190520,730,G,,Salzmannstraße,,1,0,0,1,1,0,0,0,,0,0,0,1,0,0,0,0,3,Unfall anderer Art,Fahrunfall (F),0,Fahrrad,49,,,
20190506,2105,L,L586,Albersloher Weg,,2,0,0,0,0,0,0,0,70,1,1,0,0,0,1,0,0,5,Zusammenstoss mit vorausfahrendem/wartendem Fahrzeug,Unfall im Längsverkehr (LV),0,LKW,21,PKW,,
20190515,1835,B,B54,Steinfurter Straße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit vorausfahrendem/wartendem Fahrzeug,Unfall im Längsverkehr (LV),0,PKW,14,PKW,,
20190515,940,G,,Eulerstraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190515,1810,G,,Waldeyerstraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,PKW,14,PKW,,
20190516,350,L,L585,Telgter Straße,,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,5,Aufprall auf Fahrbahnhindernis,Sonstiger Unfall (SO),0,PKW,,,,
20190516,915,G,,Nünningfeld,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190516,1200,G,,Hülsebrockstraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,14,PKW,,
20190516,1830,G,,Schützenstraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,14,PKW,,
20190516,625,G,,Hollandstraße,Möllmannsweg,2,0,0,0,1,0,0,0,,0,1,0,0,0,1,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,LKW,36,PKW,,
20190516,555,L,L585,Am Steintor,,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,5,Aufprall auf Fahrbahnhindernis,Sonstiger Unfall (SO),0,PKW,,,,
20190516,1250,G,,Dreizehnerstraße,Grevener Straße,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit vorausfahrendem/wartendem Fahrzeug,Unfall im Längsverkehr (LV),0,PKW,14,PKW,,
20190516,751,B,B54,Steinfurter Straße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,1,0,0,5,Zusammenstoss mit vorausfahrendem/wartendem Fahrzeug,Unfall im Längsverkehr (LV),0,LKW,14,PKW,,
20190516,2125,K,K3,Alverskirchener Straße,,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,5,Aufprall auf Fahrbahnhindernis,Sonstiger Unfall (SO),0,PKW,,,,
20190516,1640,B,B54,Hammer Straße,Fritz-Pütter-Straße,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit seitlich in gleicher Richtung fahrendem Fahrzeug,Unfall im Längsverkehr (LV),0,PKW,26,PKW,,
20190516,1000,G,,Korduanenstraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190516,1030,G,,An der Germania Brauerei,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,14,PKW,,
20190516,925,G,,Schillerstraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,PKW,14,PKW,,
20190516,1650,K,K6,Lublinring,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit vorausfahrendem/wartendem Fahrzeug,Unfall im Längsverkehr (LV),0,PKW,14,PKW,,
20190518,1825,G,,Geiststraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,PKW,14,PKW,,
20190518,940,G,,Ashölter Weg,,2,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,LKW,36,PKW,,
20190518,1335,G,,Altern Steinweg,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190516,1930,G,,Alter Fischmarkt,,1,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Unfall anderer Art,Sonstiger Unfall (SO),0,PKW,49,,,
20190518,1710,G,,Willy-Brandt-Weg,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190517,1905,G,,Am Kreuztor,,2,0,0,0,1,0,0,0,,0,1,0,0,1,0,0,0,5,Zusammenstoss mit vorausfahrendem/wartendem Fahrzeug,Abbiegeunfall (AB),0,Kraftrad,14,PKW,,
20190517,925,B,B54,Hammer Straße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit vorausfahrendem/wartendem Fahrzeug,Abbiegeunfall (AB),0,PKW,14,PKW,,
20190518,1435,G,,Weseler Straße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190518,1800,G,,Wolbecker Straße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190518,1830,B,B219,Grevener Straße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190517,2315,G,,Bahnhofstraße,,2,0,0,0,1,0,0,0,,0,1,0,1,0,0,0,0,5,Zusammenstoss mit einbiegendem/kreuzendem Fahrzeug,Einbiegen/Kreuzen-Unfall (EK),0,PKW,14,Fahrrad,,
20190518,1045,G,,Korduanenstraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,14,PKW,,
20190518,1205,G,,Rudolf-Harbig-Weg,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190518,1235,G,,Sentruper Straße,Kardinal-von-Galen-Ring,1,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Unfall anderer Art,Sonstiger Unfall (SO),0,PKW,49,,,
20190517,835,G,,von-Stauffenberg-Straße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Abkommen von Fahrbahn nach rechts,Sonstiger Unfall (SO),0,PKW,4,PKW,,
20190518,1735,B,B54,Westrfalenstraße,Zum Hiltruper See,1,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Unfall anderer Art,Sonstiger Unfall (SO),0,PKW,49,,,
20190517,1230,G,,Grüner Grund,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190518,1345,G,,Scheibenstraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit entgegenkommendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,PKW,14,PKW,,
20190517,1100,G,,Osterstraße,,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,5,Unfall anderer Art,Sonstiger Unfall (SO),0,Sonstige,36,,,
20190517,2230,K,K37,Hiltruper straße,,1,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Unfall anderer Art,Sonstiger Unfall (SO),0,PKW,,,,
20190518,1050,L,,Albersloher Weg,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,1,0,5,Zusammenstoss mit vorausfahrendem/wartendem Fahrzeug,Unfall im Längsverkehr (LV),0,Bus,14,PKW,,
20190517,1720,G,,Langestraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,1,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,LKW,14,PKW,,
20190517,745,G,,Domplatz,,1,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,5,Unfall anderer Art,Sonstiger Unfall (SO),0,LKW,36,,,
20190517,1715,G,,Grüne Gasse,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190517,1540,G,,Ludgeristraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit entgegenkommendem Fahrzeug,Unfall im Längsverkehr (LV),0,PKW,14,PKW,,
20190517,1700,L,L587,Schiffahrter Damm,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190517,1640,B,B54,Hammer Straße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190517,1105,G,,Arnheimweg,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190517,1155,G,,Maximilianstraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,PKW,14,PKW,,
20190517,1235,G,,Leibnitzstraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190517,1322,B,B219,Weseler Straße,,2,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,LKW,14,LKW,,
20190517,1200,G,,Sperlichstraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190517,2055,B,B219,Weseler Straße,,1,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Unfall anderer Art,Sonstiger Unfall (SO),0,PKW,,,,
20190517,2330,G,,Brüningheide,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190517,129,K,K13,Am Max Klemens kanal,,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,5,Unfall anderer Art,Sonstiger Unfall (SO),0,LKW,,,,
20190518,435,B,B54,Steinfurter Straße,,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,5,Unfall anderer Art,Sonstiger Unfall (SO),0,PKW,,,,
20190405,0,G,,Weseler Straße,,2,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,49,PKW,,
20190417,652,G,,Neubrückenstraße,Wasserstraße,2,0,0,1,1,0,0,0,,0,1,0,1,0,0,0,0,3,Zusammenstoss mit einbiegendem/kreuzendem Fahrzeug,Abbiegeunfall (AB),0,PKW,35,Fahrrad,,
20190417,1900,G,,Havichhorststraße,,2,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,PKW,49,PKW,,
20190420,1102,B,B219,Grevener Straße,,2,0,0,0,1,0,0,0,50,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190426,1945,G,,Dieckstraße,,2,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,Sonstige,49,PKW,,
20190517,1700,K,K6,Hohenzollernring,Sternstraße,2,0,0,0,1,1,0,0,50,0,1,0,0,0,0,0,0,4,Zusammenstoss mit entgegenkommendem Fahrzeug,Abbiegeunfall (AB),0,PKW,32,PKW,,
20190421,1415,G,,Am Rüschhaus,,2,0,0,2,1,0,0,0,,0,0,0,1,0,0,0,0,3,Zusammenstoss mit seitlich in gleicher Richtung fahrendem Fahrzeug,Unfall im Längsverkehr (LV),0,Fahrrad,16,Fahrrad,,
20190503,1928,G,,Osterstraße,,2,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190508,1510,L,L586,Albersloher Weg,,2,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,49,PKW,,
20190514,805,B,B51,Warendorfer Straße,Handorfer Straße,2,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,0,5,Zusammenstoss mit seitlich in gleicher Richtung fahrendem Fahrzeug,Unfall im Längsverkehr (LV),0,LKW,49,PKW,37,
20190515,1830,K,K16,Handorfer Straße,Warendorfer Straße,2,0,0,0,1,0,0,0,,0,1,0,0,0,1,0,0,5,Zusammenstoss mit seitlich in gleicher Richtung fahrendem Fahrzeug,Unfall im Längsverkehr (LV),0,LKW,49,PKW,,
20190520,1823,L,L793,Hafenstraße,Von-Steuben-Straße,2,0,0,1,1,1,0,0,,0,0,0,1,0,1,0,0,3,Zusammenstoss mit seitlich in gleicher Richtung fahrendem Fahrzeug,Abbiegeunfall (AB),0,LKW,34,Fahrrad,,
20190521,1715,K,K9,Friedrich-Ebert-Straße,,3,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,PKW,14,PKW,,PKW
20190516,1300,K,K37,Hiltruper Straße,,1,0,0,0,1,0,0,1,,0,1,0,0,0,0,0,0,5,Abkommen von Fahrbahn nach links,Fahrunfall (F),0,PKW,13,,,
20190519,15,G,,Ottostraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,PKW,14,PKW,,
20190520,1200,G,,Daimlerweg,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,14,PKW,,
20190520,1635,G,,Schillerstraße,,3,0,0,0,1,0,0,0,,0,1,0,1,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Fahrunfall (F),0,PKW,49,Fahrrad,,Fahrrad
20190520,1430,G,,Mecklenburger Straße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,PKW,14,PKW,,
20190520,1743,G,,Stehrweg,,2,0,0,0,1,0,0,0,,0,1,0,0,0,1,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,LKW,,
20190521,830,G,,Friedhofstraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,44,PKW,,
20190521,1155,G,,Everswinkeler Straße,,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,5,Unfall anderer Art,Sonstiger Unfall (SO),0,PKW,,,,
20190521,1100,B,B54,Westfalenstraße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,Sonstige,14,PKW,,
20190521,1718,G,,Mecklenbecker Straße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190413,1617,G,,Sentmaringer Weg,,2,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,PKW,49,PKW,,
20190412,1715,G,,Dieckstraße,,2,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,49,PKW,,
20190502,755,G,,Himmelreichallee,,2,0,1,0,1,0,0,0,,0,1,0,1,0,0,0,0,2,Unfall anderer Art,Sonstiger Unfall (SO),0,PKW,36,Fahrrad,,
20190507,1400,K,K1,Rüschhausweg,Südlohnweg,2,0,0,1,1,0,0,0,50,0,0,0,1,0,0,0,0,3,Zusammenstoss mit einbiegendem/kreuzendem Fahrzeug,Einbiegen/Kreuzen-Unfall (EK),0,Fahrrad,49,Fahrrad,,
20190516,1415,K,K80,Hansaring,Schillerstraße,2,0,0,1,1,1,0,0,,0,1,0,1,0,0,0,0,3,Zusammenstoss mit seitlich in gleicher Richtung fahrendem Fahrzeug,Abbiegeunfall (AB),0,PKW,34,Fahrrad,,
20190514,1800,G,,Gasselstiege,,2,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,Sonstige,49,PKW,,
20190519,1215,G,,Alter Steinweg,,2,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,Sonstige,49,PKW,,
20190520,1400,G,,Domagkstraße,,2,0,0,0,1,0,0,0,50,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,Sonstige,14,PKW,,
20190519,1230,L,L885,Marktallee,,2,0,0,1,1,0,0,0,,0,0,1,0,1,0,0,0,3,Zusammenstoss zwischen Fahrzeug und Fussgänger,Fahrunfall (F),0,Kraftrad,36,Fußgänger,,
20190520,1640,G,,Cloppenburgstraße,Pötterhoek,2,0,0,0,1,0,0,0,30,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,Sonstige,49,PKW,,
20190519,1600,G,,Brunnenstraße,,2,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,5,Unfall anderer Art,Sonstiger Unfall (SO),0,Sonstige,49,PKW,,
20190521,950,K,K7,Zum Rieselfeld,,2,0,0,1,1,1,0,0,,0,1,0,0,0,0,0,0,3,Zusammenstoss mit vorausfahrendem/wartendem Fahrzeug,Unfall im Längsverkehr (LV),0,PKW,49,PKW,,
20190521,745,B,B219,Weseler Straße,Brunnenstraße,2,0,0,1,1,0,0,0,,0,1,0,0,0,0,0,0,3,Zusammenstoss mit vorausfahrendem/wartendem Fahrzeug,Unfall im Längsverkehr (LV),0,PKW,14,PKW,,
20190517,1100,G,,Piusallee,,2,0,0,0,1,0,0,0,50,1,1,0,0,0,0,0,0,5,Unfall anderer Art,Unfall durch ruhenden Verkehr (RV),0,Sonstige,49,PKW,,
20190429,1250,G,,Appelbreistiege,,2,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,Sonstige,49,PKW,,
20190516,1730,G,,Averkampstraße,,2,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,Sonstige,49,PKW,,
20190519,1250,G,,Kettelerstraße,,2,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,Sonstige,49,PKW,,
20190501,1236,G,,Ochtrupweg,,2,0,0,0,1,0,0,0,30,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,PKW,49,PKW,,
20190520,900,G,,Grevener Straße,,2,0,0,0,1,0,0,0,,1,1,0,0,0,1,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,LKW,49,PKW,,
20190521,1715,G,,Bergiusstraße,,2,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,Sonstige,49,PKW,,
20190517,606,G,,Kettelerstraße,,2,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,Sonstige,49,PKW,,
20190311,1800,G,,Studtstraße,Grimmstraße,2,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,Sonstige,49,PKW,,
20190323,1800,G,,Piusallee,,2,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,Sonstige,49,PKW,,
20190325,1430,G,,Gropiusstraße,Schinkelstraße,2,0,0,0,1,0,0,0,,1,1,0,0,0,1,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Unfall durch ruhenden Verkehr (RV),0,LKW,49,PKW,,
20190416,1400,L,L843,Roxeler Straße,,2,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,49,PKW,,
20190429,1130,G,,Helene-Weigel-Weg,,2,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,49,PKW,,
20190503,1230,G,,Wiedeiken,,2,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
20190503,1225,L,L884,Kappenberger Damm,,2,0,0,0,1,1,0,0,,1,1,0,0,0,0,1,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Fahrunfall (F),0,Bus,49,PKW,,
20190514,1300,G,,Am Berg Fidel,,2,0,0,1,1,0,0,0,,0,0,0,0,1,0,0,0,3,Unfall anderer Art,Fahrunfall (F),0,Kraftrad,49,Kraftrad,,
20190512,1800,G,,An der Alten Kirche,,2,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,5,Zusammenstoss mit anfahrendem/anhaltendem/ruhendem Fahrzeug,Sonstiger Unfall (SO),0,Sonstige,49,PKW,,
20190514,1210,G,,Rudolf-Diesel-Straße,,2,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,5,Zusammenstoss mit vorausfahrendem/wartendem Fahrzeug,Sonstiger Unfall (SO),0,PKW,36,PKW,,
